created_at;full_text
Fri Aug 30 23:30:48 +0000 2024;240830 Parallel Line Sydney Day 1 Set the tone #Winter #ìœˆí„° #aespa #ì—ìŠ¤íŒŒ https://t.co/Re89rPkBiO
Fri Aug 30 21:47:44 +0000 2024;240830 Parallel Line Sydney Day 1 DRAMA ï¸ #Winter #ìœˆí„° #aespa #ì—ìŠ¤íŒŒ https://t.co/Du6eXcfcNj
Sun Aug 11 14:00:07 +0000 2024;2024 aespa LIVE TOUR - SYNK : PARALLEL LINE - in TAIPEI Day 3 #aespa #Ã¦spa #ì—ìŠ¤íŒŒ #SYNK_PARALLELLINE #aespaLIVETOUR2024 #aespaLIVETOUR2024_SYNK_PARALLELLINE https://t.co/H2RAkLTR6t
Fri Aug 09 10:28:56 +0000 2024;Hold Up https://t.co/PrkV746OFx #aespa #ì—ìŠ¤íŒŒ #KARINA #ì¹´ë¦¬ë‚˜ #GISELLE #ì§€ì ¤ https://t.co/dQXHyIsVPu
Fri Aug 30 22:21:44 +0000 2024;please stay with aespa forever brazilian mys til we meet again https://t.co/1rT4OnSrOi
Fri Aug 30 22:03:11 +0000 2024;Supernova by #aespa Has Now Spent 99* Days at #1 On Vibe Daily Chart https://t.co/fbMv2ysyAb
Fri Aug 30 21:34:18 +0000 2024;some of my favourite AESPA outfits that i recreated in DRESS TO IMPRESS a mini thread winter drama stage à¾€à½²à¾€à½²à¾€à½²à¾€à½²à¾€à½² https://t.co/E1NXyZqwFl
Fri Aug 30 23:04:26 +0000 2024;240830 Parallel Line Sydney Day 1 Dopamine ï¸â€ #Giselle #ì§€ì ¤ #aespa #ì—ìŠ¤íŒŒ https://t.co/hw13EnPSsJ
Fri Aug 30 20:37:45 +0000 2024;see you soon (again)
Fri Aug 30 22:35:22 +0000 2024;240831 aespa Schedule Today ï¸2024 aespa LIVE TOUR SYNK: PARALLEL LINE in SYDNEY ðŸ‡¦ðŸ‡º Day 2 â°7PM AEST / 6PM KST Qudos Bank Arena #aespaLIVETOUR2024_SYNK_PARALLELLINE #aespa #ì—ìŠ¤íŒŒ @aespa_official https://t.co/LeIbQjDLdY
Fri Aug 30 20:25:09 +0000 2024;âŠ¹ â‚Š à¾€à½² my edtwt intro à­¨à§Ž ruebi over 19 dni !! she / her à­¨à­§ ednosï¹’ nct aespa svt ï¹’ i fb ! â†» / ï¸Ž to be moots ! â‚Š âŠ¹ https://t.co/Tn1U76hXfS
Fri Aug 30 21:06:28 +0000 2024;not new - looking for interactive moots looking for #kpoptwt #stantwt #filmtwt #kdramatwt moots !! - zia 02 liner (minors dni) &lt
Fri Aug 30 23:44:36 +0000 2024;according to this article aespa is planning to have a COMEBACK soon. @aespa_official #NINGNING expressed her determination by saying We plan to MAKE A COMEBACK within the year and I want to finish the remaining tours well and prepare for the year-end stage and show you. https://t.co/WedwgLpXnh
Fri Aug 30 22:52:26 +0000 2024;i agree with the aespa one but saying hybe groups who made no noise like ... THE new jeans? seventeen? no noise?
Fri Aug 30 23:39:04 +0000 2024;aespa mentioned https://t.co/aLKlJ3shgx
Fri Aug 30 19:51:59 +0000 2024;our happy pills &gt
Fri Aug 30 22:00:24 +0000 2024;aespa next cb https://t.co/NYlT4NnC8s
Fri Aug 30 21:59:35 +0000 2024;BTS VAI TOMAR NO CU QUEREMOS SEU DISBAND AESPA CADELAS NEW JEANS FUBANGAS BLACKPINK MAIOR GRUPO DO MUNDO ITZY 4THGEN LEADERS
Fri Aug 30 20:36:28 +0000 2024;Exactlyyyy now who in Aespa is covering whose parts? https://t.co/v9v3IaViFv
Fri Aug 30 22:59:12 +0000 2024;the vocal layering the adlibs the extra vocals my god aespa the group that you are https://t.co/bmHomYqneM
Fri Aug 30 21:55:43 +0000 2024;if the world i d wanna be was ending next to you #NINGNING #aespa https://t.co/6LHFNHVawr
Fri Aug 30 20:59:00 +0000 2024;im seeing aespa today https://t.co/PdP6rh6AP9
Sun Aug 11 01:00:01 +0000 2024;2024 aespa LIVE TOUR - SYNK : PARALLEL LINE - in TAIPEI Day 2 #aespa #Ã¦spa #ì—ìŠ¤íŒŒ #SYNK_PARALLELLINE #aespaLIVETOUR2024 #aespaLIVETOUR2024_SYNK_PARALLELLINE https://t.co/jg04BSjcFD
Fri Aug 30 20:44:26 +0000 2024;armageddon - aespa luktelk - silvester belt eren - jann x's - cigarettes after sex i hate u - sza scars - baby keem reply for a word
Fri Aug 30 18:48:32 +0000 2024;god fearnots are stupid those are tickets for a KPOP FESTIVAL + aespa had to add more dates to their tour bc high traffic during their pre-sales
Fri Aug 30 21:11:02 +0000 2024;IM GOING TO MISS THE BRAZILIAN JOKES CMON just look at this https://t.co/fVLZqtouRS
Fri Aug 30 19:33:11 +0000 2024;We demand SM Entertainment @SMTOWNGLOBAL to protect all their female idols and take legal actions regarding recent deepfakes website and telegram group chats SM PROTECT YOUR ARTIST #SM_PROTECT_AESPA #SM_PROTECT_REDVELVET
Fri Aug 30 20:36:20 +0000 2024;is this not sabrina carpenter and aespa giselle's lovechild?
Fri Aug 30 22:05:53 +0000 2024;i love aespa i love aespa i love aespa i love aespa i love aespa i love aespa i love aespa i love aespa i love aespa i love aespa i love aespa i love aespa i love aespa i love aespa i love aespa https://t.co/TxAgumX6vg
Fri Aug 30 22:33:46 +0000 2024;I m not aespa fans but mind you supernova and armageddon make more noise than those nct comeback yet SM wasting their money to those group instead of aespa. At this point it s already so obvious that vma are judged based on payments rather than actual success data 
Fri Aug 30 21:39:37 +0000 2024;well aespa
Fri Aug 30 23:58:27 +0000 2024;i need a man called LEE JAEHYUN
Fri Aug 30 22:43:14 +0000 2024;every time i ve heard that song has been against my will and i m fighting the evil hater in me 
Fri Aug 30 21:44:13 +0000 2024;reply with and i ll give you 4 groups to say your biases &gt
Fri Aug 30 21:08:06 +0000 2024;it was great to know you brazilian moots you will be very missed 
Fri Aug 30 23:27:36 +0000 2024;AESPA Better Things: Digital Paradise Available now on the CLEOPATR4 3DS! Explore the deep blue sea search the hidden island and help Karina Giselle Winter and Ningning save the day! #aespa #aespafanart https://t.co/a3gjFZmHT7
Fri Aug 30 23:41:33 +0000 2024;have some mercy on us please https://t.co/w9aTWxzGpL
Fri Aug 30 22:52:05 +0000 2024;Oomfies I'll miss y'all... I still have my TikTok account tho almost everything 'jiaeminning' or 'jiaeminnin' related with a Karina pfp is me Twitter isn't a good place but I felt good around here seeing aespa related stuff Brazilian mys are going to immigrate LMAO https://t.co/vYt0ub983w
Fri Aug 30 19:27:58 +0000 2024;the only good thing sm spent rvs money on was aespa https://t.co/H2KDKnhnFJ
Fri Aug 30 21:49:30 +0000 2024;omfg aespa was so good last night https://t.co/1xJNGdt3Tp
Fri Aug 30 23:21:39 +0000 2024;the impact that aespa have is INSANEEEE supernova literally surpassed next level in many things this is crazy aespa you're truly big
Fri Aug 30 20:50:11 +0000 2024;HOW AM I GOING TO SEE AESPA DAILY OMG 
Fri Aug 30 18:43:47 +0000 2024;A lot of fandom dislike crazy Nevies: lets make this abt mys
Fri Aug 30 18:51:17 +0000 2024;yall gotta stop saying we were wrong for complaining about got the beat cause i remember well that back then aespa won an award and only TWO members went up the stage to receive it cause sm thought it was a great idea to take a mere unit to the award show https://t.co/8TvfkorJg7
Fri Aug 30 23:52:33 +0000 2024;SALE OLIVE YOUNG OPEN PO - ESPOIR Balming No Wear Lipstick Glow Rp. 290.000 DP 150.000 incl. shipping+tax shades: total 10 shades semua shades masih available order dan tanya2 dm / wa 081515110638 #espoir #winter #aespa #zonauang #winteraespa https://t.co/GONV1Xmcd9
Fri Aug 30 23:55:38 +0000 2024;aespa my love https://t.co/1syF2LFqfz
Fri Aug 30 18:45:10 +0000 2024;Imagine ppl saying this flop aespa raise the bar !!!
Fri Aug 30 23:16:59 +0000 2024;aespa on top ï¸â€â†•ï¸ https://t.co/RaQn8CdA7v
Fri Aug 30 19:48:56 +0000 2024;no skz and aespa ?!
Fri Aug 30 18:41:00 +0000 2024;crazy is definitely debuting with 1m+ streams maybe even 2m but i dont think it will defeat aespa this year
Fri Aug 30 22:59:56 +0000 2024;I LOVE RED VELVET BTS AND AESPA SO MUCH
Fri Aug 30 21:32:09 +0000 2024;aespa 4th gen leaders https://t.co/PupKDvT4Xo
Fri Aug 30 22:11:56 +0000 2024;did not realise aespa sydney day 1 was last night omfg
Fri Aug 30 20:40:54 +0000 2024;aespa 4th gen leaders #MeuUltimoTweet https://t.co/0rTpTUNPWK
Fri Aug 30 21:37:55 +0000 2024;No one posted Max Ophuls yet?
Fri Aug 30 22:47:53 +0000 2024;but if i tell them to hawk tuah the hollow end of a shotty I M suddenly the bad guy?? what a joke
Fri Aug 30 21:23:13 +0000 2024;where's skz aespa illit?? groups that actually made noise this year
Fri Aug 30 19:44:22 +0000 2024;why is it always the grps tht deserve awards not getting nominated like why are we pretending aespa didnt have the most successful gg cb and skz for bg ??
Fri Aug 30 21:05:08 +0000 2024;twice rainhas blackpink rainhas red velvet rainhas te amo jao olivia taylor sabrina skz 4th gen leaders aespa e itzy dyvas! #MeuUltimoTweet https://t.co/xq2xFiMs0f
Fri Aug 30 22:13:47 +0000 2024;seeing aespa on monday heheheheheh i m so excited
Fri Aug 30 21:52:25 +0000 2024;aespa 4th gen leaders #MeuÃšltimoTweet
Fri Aug 30 19:39:29 +0000 2024;i'm a gg stan down regularly ï¸ casual rarely SNSD NMIXX NEW JEANS STAYC RED VELVET KEP1ER ï¸IVE ï¸APINK FROMIS_9 ï¸EVERGLOW ï¸TWICE AESPA ï¸WEEEKLY ï¸GFRIEND IZONE XG MOMOLAND TRIPLE S ï¸BLACKPINK T-ARA ITZY ï¸LOONA MAMAMOO DREAMCATCHER
Fri Aug 30 22:17:07 +0000 2024;@infoaespabr til we meet again ill miss you all everyday thank you for all the hardwork you ve done for aespa here https://t.co/1rT4OnSrOi
Fri Aug 30 23:08:46 +0000 2024;This is so funny I mean true how can u be homophobic when u stan aespa?? esp Karina https://t.co/FdIv4FAAgj
Fri Aug 30 21:34:13 +0000 2024;Y'all can hate on aespa all you want but calling their music mediocre is just brainless behavior https://t.co/EFYuEVFpK8
Fri Aug 30 22:32:26 +0000 2024;morre el*** mus* https://t.co/4QuKz6xvp5
Fri Aug 30 21:49:59 +0000 2024;It s the way all these fandoms be talking shit but they still find a way to make it about us like damn I just know they be going through quote retweets eagerly trying to find a hate tweet with a aespa pfp or username 
Fri Aug 30 20:45:57 +0000 2024;bye guyssss loved being oomfs i love aespa and winter is mine https://t.co/HI8YPlL8be
Fri Aug 30 08:31:58 +0000 2024;Yg pas di indo ada yg record ga si?? Aku ingin pamer klo aespa blg suaranya bagus
Thu Aug 29 21:23:07 +0000 2024;Hari ni kite p jenjalan semoga terserempak dgn aespa walaupun percentage nak terlanggar bahu tu rendah tp x salah berharap kan 
Fri Aug 30 12:06:26 +0000 2024;Pas pertama foto inj muncul kukira ini member aespa 
Fri Aug 30 09:35:45 +0000 2024;Rekomendasi outfit yang mirip sama: Winter aespa â­ ~ A Thread ~ https://t.co/35FoluMBP5
Fri Aug 30 12:55:07 +0000 2024;eh bagus deh baju aespa pas encore hari ini
Fri Aug 30 06:54:34 +0000 2024;ada yang mau aku beliin ini gaa?syaratnya follow aja tar aku dm nct svt aespa only!!!
Fri Aug 30 10:16:56 +0000 2024;Loh ini aespa gak ke PH? PH juga kece banget kalau urusan nyanyi
Fri Aug 30 10:24:04 +0000 2024;Aespa punya ni rm50++ https://t.co/JVK2Fjil5s
Fri Aug 30 14:03:33 +0000 2024;SM lebih suka BG dibanding GG Gen 3 debutin EXO NCT127 NCTDREAM. RV doang yg GG Gen 4 debutin Wayv SuperM. aespa doang yg GG mana cuma 4 Gen 5 SMNGG dan naevis doang yg cewek lainya BG (RIIZE WISH SMNBG DEARALICE TROT)
Fri Aug 30 09:44:10 +0000 2024;so sad beli cahol semata nak pegi aespa concert in jkt tapi x dapat pegi maybe i will use it for next tour https://t.co/2YamQIe4uu
Fri Aug 30 12:15:39 +0000 2024;Ihh tshirt nya aespa bagus dah
Fri Aug 30 14:06:29 +0000 2024;baru buka twitter lagi dengan free mari hype parallel line aespa
Fri Aug 30 13:13:04 +0000 2024;Lop yu MYne sekebon pisang soon kita buat project bareng2 yaa.. Kita kasih tu kue plus batik handbanner juga dan usahain aespa bisa turun keliling section 
Fri Aug 30 10:46:25 +0000 2024;ime? lu ngasih aespa makan apaan bjir malu bgt asli
Fri Aug 30 05:22:36 +0000 2024;Oohhh itu gantungannya Aespa waahhhh Kim Jiwon Aespa 
Fri Aug 30 15:42:53 +0000 2024;drama aespa kenapa enak banget
Fri Aug 30 14:58:26 +0000 2024;JADI MAKIN PENGEN NTN AESPA DI BKK.. kalian ada yg ntn di bkk ga siii?? 
Fri Aug 30 05:46:13 +0000 2024;Knpsi gg stan tuh selalu kayak gini? I mean aku jg ngikutin lho aespa sgala mcem tpi suka bgt betingkah kayak gini heran
Fri Aug 30 08:52:00 +0000 2024;qimaq irene gw #JYP_PROTECT_TWICE #JYP_PROTECT_NMIXX #JYP_PROTECT_ITZY #ADOR_PROTECT_NEWJEANS #STARSHIP_PROTECT_IVE #SM_PROTECT_AESPA #YG_PROTECT_BABYMONSTER #YG_PROTECT_BLACKPINK #SOURCEMUSIC_PROTECT_LESSERAFIM #BELIFTPROTECTILLIT #CUBE_PROTECT_GIDLE https://t.co/CTROaZ1zx4
Fri Aug 30 14:17:38 +0000 2024;HEYA HEYA HEYA SEM PIX AESPA NAO CHARTEIA KKKKKKKKKKKKKKKK
Fri Aug 30 14:30:58 +0000 2024;aespa sampe syd?? keren bgt
Fri Aug 30 09:05:15 +0000 2024;kita liat hari ini aespa bawain illusion sm Ã¦nergy gaaaa yaaa
Fri Aug 30 09:46:58 +0000 2024;kali kali gue nonton aespa di LN aja lah :D
Fri Aug 30 13:58:16 +0000 2024;gw sih aslinya percaya kalo mecima ga bakal lepas enha tapi masalahnya hybe/belift bakal ngelepas enha ke mcm gaaaa? aespa aja bisa jatuh ke tangan ime padahal dyandra branding nya udah se SM itu 
Fri Aug 30 11:57:46 +0000 2024;Sells interest check Haloooowww Aku mau open po nih keychain aespa tamogotchi adakah yang berminaatt??? under 20k yaaaw. Kindly drop ur @ if you're interested (@.sjienawle) https://t.co/1Caa0DfZwA
Fri Aug 30 09:13:53 +0000 2024;20240824 aespa synk: parallel line in jakarta photos dumpâ­ï¸ #WINTER #KARINA #GISELLE #NINGNING #aespa #ì—ìŠ¤íŒŒ #aespa_SYNK_PARALLELLINEinJKT #aespaLIVETOUR2024 #aespaLIVETOUR2024_JAKARTA #aespa_SYNK_PARALLELLINEinJAKARTA https://t.co/8F5EuKxazn
Fri Aug 30 03:58:28 +0000 2024;wkwk gumoh Live my life nya aespa https://t.co/Z9PcaC5Yfd
Fri Aug 30 15:48:28 +0000 2024;kgn aespa
Fri Aug 30 04:18:58 +0000 2024;IH GA BERASA KONSER AESPA UDH MAU SEMINGGU YANG LALU?! KATANYA MINGGU INI LAGII
Fri Aug 30 11:00:55 +0000 2024;Sinyal goreng patut anying meuni teu bisa pisan nempo barudak aespa.
Fri Aug 30 15:26:04 +0000 2024;aduh mana ya meme aespa day6 newjeans yg chart itu
Fri Aug 30 17:58:40 +0000 2024;Demi apa fans Aespa Sydney gak sebrutal yang di Jakarta
Fri Aug 30 12:47:22 +0000 2024;mau bgttttt iri yg bawa aespa TICKETEK kah di aussie?
Fri Aug 30 15:51:32 +0000 2024;laffffff bingits Gwen face claimnya si cantik nan centil Ningning makasih udah keluarga ini kak stay hydrate CANTIK BANGET DIA BIASKU DI AESPA makasih ya sayang sudah baca kamu juga stay hydrate laffff bingits https://t.co/2Ig9cBeSOp
Fri Aug 30 12:19:47 +0000 2024;malam ini mau pacaran sama aespa yang bukan aespa jangan interact sm gwe
Fri Aug 30 02:05:07 +0000 2024;aespa terabas semua genre
Fri Aug 30 13:33:56 +0000 2024;kalo kalian suka aespa jalur naksir adlib di semua lagu aespa pls jadi muts ak
Fri Aug 30 12:55:00 +0000 2024;Ketikannya najis-najis bangeett 
Fri Aug 30 09:10:11 +0000 2024;sedih aespa di jkt share fotonya dikit bgt pdhl gue mau share pake caption mommy
Fri Aug 30 07:49:20 +0000 2024;Ya Allah aku butuh uang 10M dan kasih sayang seorang Karina aespa
Fri Aug 30 09:50:42 +0000 2024;wkwk berarti kaya aespa gitu juga kali ya? Soalnya kadang jijel suka paling biasa aja styling rambut atau pakaiannya apakah itu maunya dia begitu?? â€ï¸
Fri Aug 30 10:51:51 +0000 2024;temen kantor nanya jadi nonton aespa atau ngga ko ga update? wkwk mon maaf saya updatenya di fanacc ig 
Fri Aug 30 12:04:55 +0000 2024;gw baru tau aespa ke aussie. jir sejauh ini adakah artis esem lain yg konser di aussie selain aespa??
Fri Aug 30 13:20:04 +0000 2024;pinggang gw sampe sakit tapi bsk balik nonton aespa lagi
Fri Aug 30 10:09:05 +0000 2024;loh heh ko ada aespa? https://t.co/ZThk5isRqe
Fri Aug 30 08:13:40 +0000 2024;help repost? thank you! haloooo aku bawa layout ready stock wonyoung ive han sohee dan karina aespa yang siap dibawa pulang! harganya ada di alt dan free retext ya! â€ï¸ #zonauang #zonaba https://t.co/WxRAVyQ3z2
Fri Aug 30 16:44:09 +0000 2024;cowo ku bukan MYs tpi tadi kita lagi mie ayam date dan sambil nonton aespa DIA NONTON AESPA BUAT GUE
Fri Aug 30 07:46:40 +0000 2024;lu takut ga sih pas disuruh latihan fanchant we go sama aespa ...
Fri Aug 30 08:34:44 +0000 2024;Karina aespa Terpilih Sebagai Brand Ambassador untuk Prada https://t.co/LWvVtHlu7T https://t.co/KJ9Y5T3Klt
Fri Aug 30 16:19:34 +0000 2024;postingan ttg aespa di akun IG ime pada ilang wkwkwk pdhal konser2 lain yg udh2 tetep ada
Thu Aug 29 23:39:29 +0000 2024;playlist sebelum tidur lagi aespa playlist bangun tidur juga lagu aespa
Thu Aug 29 14:45:32 +0000 2024;@starfess ngga aespa ngga naevis baru debut bahkan sebelum debut pun dah dihate ya dik adik
Fri Aug 30 16:35:44 +0000 2024;ga bermaksud nyari ribut tp gue bilang skz &amp
Fri Aug 30 06:39:40 +0000 2024;may pasok kayo? ay kawawa naman
Fri Aug 30 13:01:25 +0000 2024;ril aespa 5th member
Fri Aug 30 10:07:54 +0000 2024;wta lfb ph tingi tzuyu aboutzu album - unsealed digipack ver - 130 complete inclusion except pc - random photocard - 150 ea (pooling) - jypshop pob set - 800 50% dp 50% once onhand sfeta DM TO AVAIL ! nayeon jeongyeon momo sana jihyo mina dahyun chaeyoung https://t.co/DDjbzADv9N
Fri Aug 30 10:59:17 +0000 2024;bisa2nya ls itzy debut di ig aespa https://t.co/irFfnE1BxN
Fri Aug 30 13:43:52 +0000 2024;ini bwt freebies anniv aespa aja lah
Sun Aug 04 16:02:08 +0000 2024;baemon aespa??? ga salah kah aku??!! ini mah haters yang buat padahal dah seterang itu bakatnya cokk diperlihatkan?? sampai dinotice senior dan artis luar joke of the year 
Fri Aug 30 13:46:33 +0000 2024;Duh anjr ga bisa gueee gue orangnya cemburuan bgttt. Ngeliat aespa kayak lebih bahgia di sydney aku cemburuuu bakal lebih cemburu lg kl mereka di Thailand soalnya fan projects nya pasti bagus
Fri Aug 30 12:33:32 +0000 2024;*bismillah aespa Karina jelek 
Fri Aug 30 14:35:43 +0000 2024;kangen sama black mamba.. jujur aku nyesel ngasih nama black mamba krn namanya itu sekarang kalo aku denger lagu black mamba nya aespa jd sedih nangis marah menyesal lemah letih lesu lunglai tidak bersemangatyaa tapi makasih ya mamba udah nemenin akuu seumur hidup km https://t.co/cVfcdT8a1g
Fri Aug 30 11:30:49 +0000 2024;Kpopmerch taknak restock aespa cdp version ke? 
Fri Aug 30 10:31:50 +0000 2024;GISELLE OF AESPA alias cewekku CANTIK BANGET YATUHAANN
Fri Aug 30 22:57:58 +0000 2024;#MeuUltimoTweet eu te amo loona heejin hyunjin haseul yeojin vivi kim lip jinsoul choerry yves chuu gowon hyeju eu te amo twice nayeon jeongyeon momo sana jihyo mina dahyun chaeyoung tzuyu eu te amo aespa karina winter giselle ningning
Fri Aug 30 03:39:10 +0000 2024;Karina aespa resmi didapuk menjadi brand ambassador terbaru Prada. Visual grup KPop aespa itu menyusul jejak Song Kang Sana TWICE hingga Jaehyun NCT. https://t.co/BeqrzLL4Rg
Fri Aug 30 12:09:46 +0000 2024;Ngeliat ini terus compare kenapaa kita gaada satupun good things selama konser selain liat aespa
Fri Aug 30 11:59:25 +0000 2024;Perbanyak uang untuk menonton aespa di tokyo dome dan NCT Dream di Thailand.
Fri Aug 30 09:48:51 +0000 2024;Kayaknya aespa cb emang oktober akhir atau november deh september banyak acara grup atau solo member gituuuu. 
Fri Aug 30 14:04:59 +0000 2024;si aespa itu kmrn di kasi makan wafer nabati dan angin ancol aj ap iyh?
Fri Aug 30 09:51:22 +0000 2024;mmf mys ina disuruh nyanyi ampe serek bengek juga dijabanin bwt aespa mah
Fri Aug 30 13:55:32 +0000 2024;S! Hello AESPA collector Ë– Â°Â°ï½¡ Sini Yuk join GO AESPA kita~ sering drop jajanan Murce + Trusted ðŸ‡°ðŸ‡·11.9 Jakarta/Bogor Link direply ya @lijenoxx https://t.co/wwVT5uo1A7
Fri Aug 30 10:59:35 +0000 2024;bukan nak kata la tapi lepas ke snsd redvelvet aespa pun takpernah lepas ni 
Fri Aug 30 16:17:16 +0000 2024;halo NCT &amp
Sun Sep 29 04:58:50 +0000 2024;Do Reâ†—ï¸â†—ï¸â†—ï¸â†—ï¸â†—ï¸â†—ï¸â†—ï¸â†—ï¸â†—ï¸ https://t.co/e3lTbSttEs #aespa #Ã¦spa #ì—ìŠ¤íŒŒ #WINTER #ìœˆí„° https://t.co/iu46RxxpDe
Fri Sep 27 09:01:25 +0000 2024;aespa ì—ìŠ¤íŒŒ 'Supernova (Grimes Remix)' MV (The Other World Ver.) https://t.co/2KrOdc6FiY #aespa #Ã¦spa #ì—ìŠ¤íŒŒ #Armageddon #aespaArmageddon #Supernova #aespaSupernova #GrimesRemix #TheOtherWorldVer https://t.co/rNjPGwKi6k
Thu Sep 26 15:03:39 +0000 2024;2024-2025 aespa LIVE TOUR - SYNK PARALLEL LINE - [SEATTLE] 2025.01.28 (TUE) [OAKLAND] 2025.01.30 (THU) [LOS ANGELES] 2025.02.01 (SAT) [MEXICO CITY] 2025.02.04 (TUE) [ORLANDO] 2025.02.06 (THU) [CHARLOTTE] 2025.02.08 (SAT) [NEWARK] 2025.02.11 https://t.co/TBKSCPn4v4
Thu Sep 19 11:57:31 +0000 2024;â€â¬› meow mew â–¶ï¸Ž áŠáŠ||áŠ|á‹||||||á‹áŠ|á‹ https://t.co/di2TtCa23U #aespa #Ã¦spa #ì—ìŠ¤íŒŒ #KARINA #ì¹´ë¦¬ë‚˜ https://t.co/Sq7NWpxPSE
Sun Sep 29 15:01:54 +0000 2024;aespa ì—ìŠ¤íŒŒ 'Whiplash' ae-NINGNING : Whiplash Universe aespa ì—ìŠ¤íŒŒ The 5th Mini Albumã€–Whiplashã€— 2024.10.21 6PM (KST) https://t.co/8IVqBeE9vE https://t.co/vf9C9KK4FO #aespa #Ã¦spa #ì—ìŠ¤íŒŒ #NINGNING #ë‹ë‹ #Whiplash #aespaWhiplash https://t.co/oFTxYgXY1j
Sun Sep 29 15:00:16 +0000 2024;aespa ì—ìŠ¤íŒŒ 'Whiplash' ae-GISELLE : Whiplash Universe aespa ì—ìŠ¤íŒŒ The 5th Mini Albumã€–Whiplashã€— 2024.10.21 6PM (KST) https://t.co/8IVqBeE9vE https://t.co/vf9C9KK4FO #aespa #Ã¦spa #ì—ìŠ¤íŒŒ #GISELLE #ì§€ì ¤ #Whiplash #aespaWhiplash https://t.co/sUGfOKAC1U
Mon Sep 23 03:43:18 +0000 2024;2024 aespa LIVE TOUR - SYNK : PARALLEL LINE - in MACAU #aespa #Ã¦spa #ì—ìŠ¤íŒŒ #SYNK_PARALLELLINE #aespaLIVETOUR2024 #aespaLIVETOUR2024_SYNK_PARALLELLINE https://t.co/30l892CrBK
Sun Sep 29 03:00:15 +0000 2024;2024 aespa LIVE TOUR - SYNK : PARALLEL LINE - in BANGKOK Day1 #aespa #Ã¦spa #ì—ìŠ¤íŒŒ #SYNK_PARALLELLINE #aespaLIVETOUR2024 #aespaLIVETOUR2024_SYNK_PARALLELLINE https://t.co/dkP8rAPb65
Thu Sep 19 04:23:06 +0000 2024;COSMOPOLITAN with WINTER #aespa #Ã¦spa #ì—ìŠ¤íŒŒ #WINTER #ìœˆí„° #COSMOPOLITAN #PoloRalphLauren https://t.co/FzCzMmjNUw
Tue Sep 24 13:58:40 +0000 2024;Oops https://t.co/Gh122Q3W4j #aespa #Ã¦spa #ì—ìŠ¤íŒŒ #GISELLE #ì§€ì ¤ https://t.co/JIMREYqoqp
Wed Sep 25 15:00:11 +0000 2024;aespa ì—ìŠ¤íŒŒ 'Whiplash' Schedule Poster aespa ì—ìŠ¤íŒŒ The 5th Mini Albumã€–Whiplashã€— 2024.10.21 6PM (KST) https://t.co/8IVqBeE9vE https://t.co/vf9C9KK4FO #aespa #Ã¦spa #ì—ìŠ¤íŒŒ #Whiplash #aespaWhiplash https://t.co/lcx9FzCzk5
Sun Sep 22 13:58:46 +0000 2024;gimme a beat https://t.co/E6O8jrm9T4 #aespa #Ã¦spa #ì—ìŠ¤íŒŒ #GISELLE #ì§€ì ¤ https://t.co/TVvyPK6AoD
Fri Sep 20 09:06:33 +0000 2024;aespa ì—ìŠ¤íŒŒ ã€–We Go (Eng ver.)ã€— Melon: https://t.co/F9suaLHRox FLO: https://t.co/eiQT7yFPcC genie: https://t.co/TGoVlpZJVY NAVER VIBE: https://t.co/g2EZgUWdeS Bugs: https://t.co/7HARigASQv #aespa #Ã¦spa #ì—ìŠ¤íŒŒ #WeGo #WeGo_EnglishVer #pokemon #pokemonhorizons https://t.co/Nd1Swxfq1V
Wed Sep 25 13:00:44 +0000 2024;ìš°ë¦¬ë„ 012486 | 2024 aespa LIVE TOUR - SYNK : PARALLEL LINE Concert in TAIPEI Behind https://t.co/3E52E1laGS #aespa #Ã¦spa #ì—ìŠ¤íŒŒ #SYNK_PARALLELLINE #aespaLIVETOUR2024 #Behind https://t.co/9PvE3j8HVc
Sun Sep 29 21:36:17 +0000 2024;Grimes commented on @.aespa_official s instagram reels with ae-NINGNING Yall went so hard on this one ï¸â€ #NINGNING #ë‹ë‹ #å®å® #ãƒ‹ãƒ³ãƒ‹ãƒ³ #à¸«à¸™à¸´à¸‡à¸«à¸™à¸´à¸‡ https://t.co/ucwBLT9I2W
Sun Sep 29 20:08:42 +0000 2024;THIS AESPA WHIPLASH PHOTOS ARE SO 2NE1 CODED IF THEY WERE STILL ACTIVE TODAY CL DARA MINZY BOM https://t.co/spususL0yn
Sun Sep 29 18:33:15 +0000 2024;#aespa whiplash universe https://t.co/5m3Cvterjb
Sun Sep 29 18:33:41 +0000 2024;#aespa whiplash universe .áŸ https://t.co/Q5Kec5z2lw
Mon Sep 09 08:32:23 +0000 2024;2024 THE FACT MUSIC AWARDS #aespa #Ã¦spa #ì—ìŠ¤íŒŒ #2024THEFACTMUSICAWARDS #2024TMA #ëŒ€ìƒ #ë¦¬ìŠ¤ë„ˆìŠ¤ì´ˆì´ìŠ¤ #ì˜¬í•´ì˜ì•„í‹°ìŠ¤íŠ¸ https://t.co/HVfp2qZyjp
Mon Sep 09 10:36:17 +0000 2024;ESQUIRE with WINTER ï¸ #aespa #Ã¦spa #ì—ìŠ¤íŒŒ #WINTER #ìœˆí„° #RalphsCoffee #RalphLauren #RalphsCoffeeSeoul https://t.co/Ll1VjCrNuG
